,grid_demand_kwh
4770,6.202929723
4771,5.876459737
4772,5.54149425
4773,7.836493293
4774,7.306131272
4775,3.498932966
4776,2.335049264
4777,2.000083777
4778,1.975810915
4779,1.955178983
4780,2.031638497
4781,2.004938349
4782,2.416363349
4783,2.524377582
4784,4.558443365
4785,3.035321314
4786,3.276836285
4787,2.731910547
4788,3.394559662
4789,2.150575517
4790,2.182130237
4791,2.345972051
4792,2.740406049
4793,3.093576181
4794,3.660347494
4795,6.738146316
4796,6.161665858
4797,9.058631863
4798,4.132454648
4799,5.643440268
4800,3.870307745
4801,3.837539382
4802,2.711278615
4803,2.008579278
4804,2.013433851
4805,1.962460842
4806,3.295040931
4807,4.273237244
4808,4.114250002
4809,4.245323453
4810,3.046244102
4811,3.958903689
4812,5.369156935
4813,4.12517279
4814,3.930989899
4815,3.177317553
4816,3.826616595
4817,5.090019029
4818,5.107010032
4819,6.130111139
4820,8.094999266
4821,5.860682377
4822,6.659259516
4823,5.060891595
4824,3.498932966
4825,3.538983188
4826,2.603264382
4827,2.211257671
4828,1.93818798
4829,1.895710473
4830,1.983092774
4831,2.218539529
4832,3.854530385
4833,4.657962097
4834,4.208914161
4835,5.899518956
4836,6.268466448
4837,4.599707229
4838,5.319397569
4839,4.284160032
4840,5.003850371
4841,3.921280754
4842,5.708976994
4843,4.438292701
4844,5.516007746
4845,4.835153985
4846,5.066959811
4847,5.094873601
4848,3.227076919
4849,2.165139234
4850,1.882360399
4851,1.905419617
4852,1.900565045
4853,1.964888128
4854,2.293785399
4855,2.449131712
4856,1.987947346
4857,2.228248674
4858,2.735551476
4859,5.492948528
4860,2.906675149
4861,4.142163793
4862,5.392216153
4863,4.213768734
4864,2.736765119
4865,3.017116668
4866,3.736807008
4867,5.586399044
4868,7.001506862
4869,4.989286654
4870,5.153128469
4871,3.196735842
4872,2.120234441
4873,3.127558187
4874,2.850847568
4875,2.072902361
4876,2.269512538
4877,2.006151992
4878,2.36539034
4879,2.611759883
4880,2.901820577
4881,2.877547715
4882,3.75743894
4883,3.290186359
4884,4.574220725
4885,3.937058114
4886,2.530445798
4887,2.665160178
4888,2.876334072
4889,4.182214014
4890,5.721113425
4891,5.165264899
4892,6.200502437
4893,6.488135844
4894,4.245323453
4895,3.190667627
4896,4.173718512
4897,2.085038792
4898,1.956392626
4899,2.006151992
4900,1.970956343
4901,1.947897125
4902,2.129943585
4903,2.609332597
4904,2.074116004
4905,2.287717184
4906,2.244026034
4907,2.849633925
4908,4.149445651
4909,3.093576181
4910,1.98552006
4911,1.989160989
4912,2.03285214
4913,2.264657966
4914,3.507428468
4915,7.312199487
4916,4.257459884
4917,3.657920208
4918,4.694371389
4919,3.343586654
4920,3.594810769
4921,3.309604648
4922,2.837497494
4923,3.598451698
4924,2.280435326
4925,2.014647494
4926,2.311990045
4927,3.593597126
4928,2.82414742
4929,2.359322125
4930,3.549905975
4931,3.662774781
4932,3.229504205
4933,2.557145945
4934,2.362963054
4935,3.65063835
4936,2.889684146
4937,2.558359588
4938,2.58263245
4939,4.39824248
4940,5.705336065
4941,5.549989752
4942,4.450429132
4943,3.031680385
4944,3.600878984
4945,2.000083777
4946,1.901778688
4947,1.958819912
4948,1.917556048
4949,1.975810915
4950,2.507386579
4951,2.671228394
4952,2.200334883
4953,2.356894839
4954,2.457627214
4955,2.438208924
4956,2.512241152
4957,2.877547715
4958,2.077756933
4959,2.049843143
4960,2.250094249
4961,2.498891078
4962,5.455325593
4963,6.477213056
4964,8.071940048
4965,6.994225003
4966,5.894664383
4967,3.83268481
4968,2.086252435
4969,1.975810915
4970,2.02921121
4971,2.054697715
4972,2.038920355
4973,1.992801918
4974,2.012220207
4975,3.66641571
4976,2.933375296
4977,3.229504205
4978,4.000167554
4979,4.160368439
4980,3.165181122
4981,3.211299559
4982,5.642226625
4983,4.256246241
4984,4.325423896
4985,6.658045873
4986,7.185980608
4987,6.442017407
4988,6.350994177
4989,5.251433557
4990,3.625151845
4991,2.961289087
4992,3.038962243
4993,2.619041742
4994,2.154216446
4995,2.279221683
4996,2.227035031
4997,2.093534293
4998,2.104457081
4999,2.110525296
5000,2.587487022
5001,2.620255385
5002,2.530445798
5003,2.773174411
5004,3.048671388
5005,3.221008704
5006,4.423728984
5007,5.784222864
5008,4.918895356
5009,8.751580166
5010,6.590081862
5011,6.039087909
5012,4.701653247
5013,4.394601551
5014,3.295040931
5015,3.177317553
5016,2.813224633
5017,1.996442848
5018,1.933333408
5019,1.973383629
5020,1.852019322
5021,2.055911358
5022,2.122661727
5023,2.509813866
5024,1.866583039
5025,1.853232965
5026,2.018288423
5027,2.33747655
5028,2.837497494
5029,2.89939329
5030,2.292571756
5031,2.440636211
5032,3.023184883
5033,4.412806197
5034,7.296422127
5035,9.499184297
5036,5.244151699
5037,4.920108999
5038,5.916509959
5039,4.810881123
5040,2.156643733
5041,1.93818798
5042,1.981879131
5043,1.92605155
5044,1.927265193
5045,2.057125001
5046,2.366603983
5047,3.155471978
5048,2.002511063
5049,2.878761358
5050,2.077756933
5051,2.162711948
5052,2.234316889
5053,2.388449559
5054,2.287717184
5055,2.683364824
5056,4.722285179
5057,4.208914161
5058,5.281774634
5059,5.452898306
5060,5.26842456
5061,7.229671759
5062,5.863109664
5063,5.494162171
5064,2.829001993
5065,2.071688718
5066,2.086252435
5067,2.047415856
5068,2.047415856
5069,1.991588275
5070,2.307135473
5071,2.844779352
5072,2.182130237
5073,2.213684957
5074,2.244026034
5075,2.39694506
5076,2.51952301
5077,2.76467891
5078,2.509813866
5079,2.32169919
5080,2.445490783
5081,2.754969765
5082,3.657920208
5083,3.596024412
5084,4.055995135
5085,4.764762687
5086,4.67131217
5087,4.449215489
5088,3.608160842
5089,4.035363203
5090,3.10085804
5091,2.185771166
5092,2.282862612
5093,2.964930016
5094,3.508642111
5095,2.932161653
5096,2.477045503
5097,5.105796389
5098,3.285331786
5099,5.704122422
5100,4.64339838
5101,4.361833188
5102,4.100899928
5103,5.285415563
5104,4.071772495
5105,4.178573085
5106,4.333919397
5107,3.818121093
5108,4.407951625
5109,5.281774634
5110,3.83268481
5111,5.198033262
5112,3.937058114
5113,2.066834146
5114,1.940615266
5115,1.927265193
5116,1.945469839
5117,1.991588275
5118,2.191839382
5119,3.883657819
5120,3.200376771
5121,3.536555901
5122,4.562084294
5123,6.677464163
5124,7.256371906
5125,6.658045873
5126,4.574220725
5127,3.977108335
5128,4.006235769
5129,4.511111285
5130,6.278175593
5131,7.647164974
5132,7.277003838
5133,8.13990406
5134,6.864365195
5135,4.053567849
5136,2.729483261
5137,2.276794396
5138,2.24281239
5139,2.354467553
5140,2.075329647
5141,2.122661727
5142,2.713705901
5143,2.911529721
5144,4.183427657
5145,2.957648158
5146,4.264741742
5147,4.807240194
5148,6.182297791
5149,4.523247716
5150,3.606947199
5151,4.234400666
5152,4.535384147
5153,6.109479206
5154,9.466415934
5155,9.228541892
5156,6.631345726
5157,5.415275371
5158,6.432308263
5159,5.916509959
5160,2.935802583
5161,4.041431418
5162,3.278049928
5163,2.081397862
5164,2.057125001
5165,2.018288423
5166,2.019502066
5167,2.256162464
5168,2.782883556
5169,4.139736506
5170,4.742917111
5171,4.33877397
5172,3.598451698
5173,5.342456787
5174,5.435907303
5175,3.849675813
5176,4.319355681
5177,5.138564752
5178,8.96275406
5179,5.837623159
5180,7.368027068
5181,8.686043441
5182,7.132580313
5183,4.530529574
5184,2.619041742
5185,3.194308556
5186,2.591127951
5187,2.014647494
5188,2.015861137
5189,1.943042553
5190,2.621469028
5191,3.127558187
5192,5.531785106
5193,3.748943438
5194,3.529274043
5195,2.61054624
5196,3.318100149
5197,3.426114382
5198,3.017116668
5199,2.822933777
5200,2.264657966
5201,3.638501919
5202,5.700481492
5203,6.280602879
5204,6.814605829
5205,7.244235475
5206,5.062105238
5207,2.960075444
5208,2.99405745
5209,4.064490636
5210,2.869052214
5211,2.063193216
5212,2.071688718
5213,2.086252435
5214,2.538941299
5215,3.180958482
5216,2.163925591
5217,2.778028984
5218,2.370244913
5219,2.453986284
5220,4.086336211
5221,2.961289087
5222,2.364176697
5223,2.398158703
5224,2.418790635
5225,4.145804722
5226,7.4675458
5227,11.10240679
5228,8.406905535
5229,7.669010549
5230,6.983302216
5231,4.500188498
5232,2.770747125
5233,2.10809801
5234,2.008579278
5235,1.963674485
5236,1.941828909
5237,1.961247199
5238,2.426072494
5239,5.407993513
5240,4.029294987
5241,3.403055164
5242,2.954007229
5243,3.574178837
5244,3.091148895
5245,2.253735178
5246,2.257376107
5247,3.450387244
5248,2.496463792
5249,2.171207449
5250,4.381251477
5251,9.916677512
5252,7.309772201
5253,7.684787909
5254,7.386231714
5255,3.972253763
5256,3.225863276
5257,2.477045503
5258,1.997656491
5259,1.968529057
5260,1.890855901
5261,2.018288423
5262,2.58263245
5263,2.711278615
5264,2.712492258
5265,3.693115857
5266,3.210085916
5267,5.622808336
5268,3.372714087
5269,3.898221536
5270,2.614187169
5271,2.296212685
5272,2.480686432
5273,2.661519249
5274,5.307261138
5275,5.445616448
5276,8.826826037
5277,8.192090712
5278,5.272065489
5279,3.829043881
5280,2.572923305
5281,2.706424043
5282,2.47219093
5283,1.929692479
5284,1.952751697
5285,1.983092774
5286,3.838753025
5287,4.943168218
5288,3.977108335
5289,5.346097716
5290,4.218623306
5291,4.530529574
5292,5.473530239
5293,3.67855214
5294,3.490437465
5295,3.001339308
5296,4.224691521
5297,4.007449412
5298,4.666457598
5299,7.706633485
5300,8.093785623
5301,6.875287983
5302,5.962628395
5303,4.174932155
5304,3.657920208
5305,3.318100149
5306,3.123917258
5307,2.07654329
5308,1.979451845
5309,2.245239677
5310,2.222180458
5311,2.759824338
5312,3.278049928
5313,4.471061064
5314,5.079096241
5315,6.155597643
5316,8.399623677
5317,3.814480164
5318,2.727055975
5319,2.668801107
5320,2.554718659
5321,4.319355681
5322,4.869135991
5323,6.240552658
5324,6.008746832
5325,6.753923676
5326,5.45047102
5327,4.477129279
5328,3.404268807
5329,3.058380532
5330,2.606905311
5331,2.019502066
5332,1.979451845
5333,2.913957007
5334,2.492822863
5335,2.581418807
5336,2.250094249
5337,3.78535273
5338,7.84741608
5339,4.217409663
5340,4.88491335
5341,4.52082043
5342,4.218623306
5343,4.847290415
5344,5.111864604
5345,3.812052878
5346,6.910483632
5347,7.77217021
5348,6.741787245
5349,5.87767338
5350,4.183427657
5351,3.876375961
5352,4.364260474
5353,2.239171461
5354,2.041347641
5355,2.026783924
5356,2.117807154
5357,1.947897125
5358,2.481900075
5359,2.441849854
5360,2.47219093
5361,3.02197124
5362,4.906758926
5363,3.501360252
5364,3.558401477
5365,3.185813055
5366,2.94672537
5367,3.19188127
5368,3.751370725
5369,4.097258999
5370,8.011257895
5371,4.130027362
5372,7.209039826
5373,6.023310549
5374,5.514794103
5375,3.718602362
5376,2.929734367
5377,2.034065783
5378,1.946683482
5379,1.917556048
5380,1.875078541
5381,1.968529057
5382,2.117807154
5383,2.678510252
5384,3.996526624
5385,2.833856565
5386,2.713705901
5387,2.869052214
5388,2.292571756
5389,4.318142037
5390,3.280477214
5391,2.741619692
5392,2.250094249
5393,2.568068733
5394,5.211383336
5395,6.291525667
5396,5.548776109
5397,5.717472495
5398,4.988073011
5399,3.746516152
5400,3.138480975
5401,2.233103246
5402,1.972169986
5403,1.989160989
5404,2.3811677
5405,2.296212685
5406,3.655492922
5407,3.498932966
5408,4.197991374
5409,6.869219767
5410,5.338815858
5411,3.469805533
5412,3.017116668
5413,2.89939329
5414,2.856915783
5415,2.702783113
5416,3.969826477
5417,3.213726845
5418,5.253860843
5419,9.514961656
5420,6.733291744
5421,7.77217021
5422,6.300021168
5423,4.739276182
5424,3.852103099
5425,3.529274043
5426,2.481900075
5427,1.972169986
5428,1.994015561
5429,1.967315414
5430,2.116593511
5431,2.586273379
5432,3.33023658
5433,3.665202067
5434,3.367859515
5435,3.320527435
5436,3.859384958
5437,2.975852804
5438,2.70156947
5439,3.145762833
5440,3.830257524
5441,5.643440268
5442,8.767357526
5443,5.332747643
5444,5.835195873
5445,7.260012835
5446,9.457920432
5447,4.378824191
5448,2.587487022
5449,2.34961298
5450,2.281648969
5451,2.315630975
5452,2.280435326
5453,2.322912833
5454,3.250136137
5455,3.523205828
5456,2.793806344
5457,2.878761358
5458,2.877547715
5459,3.793848232
5460,3.244067922
5461,3.553546904
5462,3.792634589
5463,2.727055975
5464,2.583846093
5465,2.611759883
5466,3.775643586
5467,6.99665229
5468,5.773300077
5469,6.90198813
5470,6.240552658
5471,3.835112096
5472,3.173676624
5473,3.413977951
5474,2.814438276
5475,2.347185694
5476,2.02921121
5477,2.030424853
5478,2.663946535
5479,2.432140709
5480,4.517179501
5481,8.562251848
5482,6.545177068
5483,4.315714751
5484,3.903076108
5485,4.393387908
5486,3.184599412
5487,4.074199781
5488,5.202887834
5489,5.20895605
5490,6.321866743
5491,7.19083518
5492,5.159196684
5493,5.57304897
5494,3.594810769
5495,2.944298084
5496,2.508600222
5497,3.592383483
5498,3.417618881
5499,2.169993806
5500,2.026783924
5501,2.051056786
5502,2.140866373
5503,2.247666963
5504,2.496463792
5505,4.446788203
5506,5.932287318
5507,4.532956861
5508,5.559698896
5509,4.684662244
5510,4.812094766
5511,4.497761212
5512,3.447959957
5513,3.462523674
5514,4.497761212
5515,6.558527142
5516,7.249090048
5517,7.380163499
5518,5.963842038
5519,4.297510105
5520,2.750115193
5521,3.230717848
5522,3.202804058
5523,2.072902361
5524,2.099602508
5525,2.361749411
5526,3.127558187
5527,3.688261285
5528,3.261058925
5529,4.316928394
5530,3.776857229
5531,2.424858851
5532,3.291400002
5533,3.335091152
5534,4.196777731
5535,3.529274043
5536,3.008621167
5537,3.558401477
5538,5.025695946
5539,5.156769398
5540,7.877757157
5541,7.477254945
5542,5.071814383
5543,2.606905311
5544,2.342331122
5545,2.051056786
5546,1.927265193
5547,2.013433851
5548,1.9697427
5549,1.859301181
5550,2.207616741
5551,2.661519249
5552,3.505001182
5553,2.956434515
5554,2.461268143
5555,4.227118807
5556,2.046202213
5557,2.069261432
5558,2.086252435
5559,2.038920355
5560,2.086252435
5561,3.473446462
5562,5.219878837
5563,3.450387244
5564,3.623938202
5565,4.531743218
5566,3.900648822
5567,2.653023748
5568,2.034065783
5569,1.943042553
5570,1.854446609
5571,1.827746461
5572,1.909060547
5573,1.850805679
5574,2.583846093
5575,2.53530037
5576,2.100816151
5577,1.983092774
5578,2.099602508
5579,2.015861137
5580,4.867922347
5581,4.063276993
5582,6.617995652
5583,4.860640489
5584,4.508683999
5585,4.887340637
5586,3.915212539
5587,3.796275518
5588,5.306047495
5589,5.535426035
5590,4.174932155
5591,3.015903025
5592,2.008579278
5593,1.864155753
5594,1.870223968
5595,1.919983334
5596,2.386022273
5597,1.981879131
5598,2.713705901
5599,2.521950296
5600,2.263444323
5601,2.185771166
5602,2.252521535
5603,3.16032655
5604,4.454070061
5605,4.604561802
5606,3.177317553
5607,3.781711801
5608,2.923666152
5609,4.229546093
5610,5.225947053
5611,3.705252288
5612,4.467420135
5613,5.126428321
5614,3.48072832
5615,4.12517279
5616,2.730696904
5617,2.042561284
5618,1.899351402
5619,1.950324411
5620,1.930906122
5621,1.917556048
5622,2.461268143
5623,2.690646683
5624,2.984348305
5625,3.711320503
5626,2.027997567
5627,4.496547569
5628,4.762335401
5629,4.427369914
5630,3.609374486
5631,3.950408188
5632,3.508642111
5633,2.651810105
5634,3.213726845
5635,3.530487686
5636,4.912827141
5637,4.945595504
5638,4.265955386
5639,4.190709515
5640,3.4491736
5641,2.893325075
5642,2.087466078
5643,1.93818798
5644,1.928478836
5645,1.975810915
5646,3.122703615
5647,3.671270282
5648,2.700355827
5649,3.467378247
5650,3.80477102
5651,4.975936581
5652,4.415233483
5653,5.324252141
5654,3.888512391
5655,4.082695282
5656,4.713789678
5657,7.422641007
5658,6.803683042
5659,6.477213056
5660,5.215024265
5661,5.441975519
5662,4.136095577
5663,3.371500444
5664,2.832642922
5665,2.765892553
5666,2.509813866
5667,1.870223968
5668,1.822891889
5669,1.780414381
5670,1.92241062
5671,2.061979573
5672,1.87871947
5673,2.826574706
5674,2.639673674
5675,2.89939329
5676,4.09361807
5677,5.503871315
5678,3.684620356
5679,4.518393144
5680,3.838753025
5681,5.372797864
5682,9.561080093
5683,10.66792257
5684,7.031847938
5685,4.218623306
5686,4.535384147
5687,3.467378247
5688,2.39694506
5689,2.070475075
5690,1.918769691
5691,1.876292184
5692,1.845951107
5693,1.87871947
5694,3.25499071
5695,2.565641447
5696,2.04498857
5697,2.480686432
5698,2.36903127
5699,1.977024558
5700,1.998870134
5701,2.955220872
5702,4.24775074
5703,3.379995946
5704,3.750157081
5705,4.886126994
5706,7.315840417
5707,6.929901921
5708,7.711488057
5709,6.211425224
5710,5.759950003
5711,5.17740133
5712,1.95396534
5713,1.837455606
5714,1.826532818
5715,1.765850665
5716,1.830173747
5717,1.870223968
5718,2.677296609
5719,2.961289087
5720,5.184683188
5721,3.349654869
5722,4.803599265
5723,3.42125981
5724,2.884829574
5725,2.729483261
5726,2.523163939
5727,2.195480311
5728,3.401841521
5729,3.577819766
5730,6.53425428
5731,5.386147938
5732,8.723666376
5733,6.868006124
5734,4.486838424
5735,3.91157161
5736,2.432140709
5737,1.889642258
5738,1.782841668
5739,1.844737464
5740,1.797405384
5741,1.801046314
5742,2.900606934
5743,3.772002657
5744,3.099644397
5745,2.12387537
5746,2.049843143
5747,2.455199927
5748,3.80113009
5749,2.606905311
5750,3.08508068
5751,2.383594986
5752,1.91027419
5753,2.29014447
5754,4.730780681
5755,6.563381714
5756,8.95061763
5757,7.310985844
5758,8.236995505
5759,4.455283704
5760,2.316844618
5761,1.998870134
5762,1.877505827
5763,1.813182744
5764,1.824105532
5765,2.024356638
5766,3.171249338
5767,2.376313128
5768,3.145762833
5769,3.46495096
5770,1.956392626
5771,1.900565045
5772,2.373885842
5773,2.671228394
5774,3.097217111
5775,3.170035695
5776,1.84716475
5777,2.111738939
5778,2.97828009
5779,4.418874412
5780,4.513538571
5781,4.770830902
5782,5.176187687
5783,3.552333261
5784,2.00129742
5785,1.929692479
5786,1.960033556
5787,1.975810915
5788,1.901778688
5789,1.947897125
5790,2.489181933
5791,2.427286137
5792,2.540154942
5793,2.186984809
5794,2.250094249
5795,2.106884367
5796,2.928520724
5797,2.105670724
5798,2.795019987
5799,3.288972715
5800,3.060807819
5801,2.679723895
5802,2.960075444
5803,3.867880459
5804,6.729650814
5805,6.075497201
5806,5.633731124
5807,5.047541522
5808,4.384892406
5809,2.545009514
5810,1.838669249
5811,1.836241963
5812,1.860514824
5813,1.838669249
5814,2.26223068
5815,2.354467553
5816,2.541368585
5817,2.438208924
5818,2.7052104
5819,2.378740414
5820,4.682234958
5821,3.531701329
5822,2.99405745
5823,2.64210096
5824,2.665160178
5825,3.455241816
5826,5.410420799
5827,6.694455165
5828,5.002636728
5829,4.508683999
5830,4.111822716
5831,2.890897789
5832,2.549864087
5833,2.890897789
5834,2.696714898
5835,2.006151992
5836,1.964888128
5837,1.932119765
5838,2.154216446
5839,1.98552006
5840,2.491609219
5841,4.899477067
5842,5.39100251
5843,5.797572938
5844,9.1921326
5845,4.989286654
5846,5.870391522
5847,6.132538425
5848,5.749027215
5849,6.001464973
5850,9.841431642
5851,9.292864975
5852,7.216321685
5853,7.02456608
5854,6.196861507
5855,4.474701993
5856,2.960075444
5857,2.023142995
5858,1.852019322
5859,1.886001328
5860,1.809541815
5861,1.780414381
5862,2.683364824
5863,3.486796536
5864,3.707679574
5865,3.957690046
5866,4.677380386
5867,2.154216446
5868,2.799874559
5869,4.466206492
5870,3.648211064
5871,2.413936063
5872,2.474618217
5873,4.264741742
5874,5.973551183
5875,4.617911875
5876,5.003850371
5877,5.980833041
5878,6.060933484
5879,4.020799486
5880,2.046202213
5881,1.902992331
5882,1.826532818
5883,1.753714234
5884,1.816823673
5885,1.811969101
5886,2.445490783
5887,2.79623363
5888,2.276794396
5889,2.456413571
5890,2.020715709
5891,2.432140709
5892,2.500104721
5893,4.003808483
5894,4.16886394
5895,2.165139234
5896,2.859343069
5897,4.707721462
5898,4.522034073
5899,5.77087279
5900,7.959071243
5901,6.920192776
5902,4.563297937
5903,3.264699854
5904,2.054697715
5905,1.927265193
5906,1.912701476
5907,1.896924116
5908,1.865369396
5909,1.824105532
5910,2.634819102
5911,2.436995281
5912,2.645741889
5913,2.384808629
5914,2.174848379
5915,3.479514677
5916,3.081439751
5917,3.184599412
5918,2.173634736
5919,2.015861137
5920,2.734337833
5921,2.774388054
5922,4.339987613
5923,4.390960622
5924,5.963842038
5925,5.539066964
5926,3.711320503
5927,3.900648822
5928,2.57899152
5929,2.111738939
5930,2.059552287
5931,1.958819912
5932,1.944256196
5933,1.899351402
5934,2.553505016
5935,2.633605458
5936,2.893325075
5937,2.799874559
5938,3.204017701
5939,3.66641571
5940,5.66771313
5941,3.534128615
5942,4.409165268
5943,2.646955532
5944,2.695501255
5945,2.83992478
5946,8.537978986
5947,6.739359959
5948,9.376606347
5949,5.77451372
5950,4.45771099
5951,4.161582082
5952,2.245239677
5953,2.131157228
5954,2.075329647
5955,2.463695429
5956,2.191839382
5957,3.457669102
5958,5.78665015
5959,3.625151845
5960,3.633647347
5961,3.667629353
5962,2.627537243
5963,3.23557242
5964,3.293827288
5965,3.518351255
5966,2.218539529
5967,2.489181933
5968,2.241598747
5969,2.341117479
5970,9.711571834
5971,9.760117556
5972,6.780623823
5973,10.00284617
5974,9.170287025
5975,7.170203248
5976,5.333961286
5977,3.526846757
5978,2.120234441
5979,1.991588275
5980,1.966101771
5981,2.36903127
5982,3.969826477
5983,4.997782156
5984,2.530445798
5985,5.568194398
5986,8.239422792
5987,6.087633631
5988,6.478426699
5989,4.625193734
5990,4.677380386
5991,3.29868186
5992,5.581544472
5993,4.689516816
5994,5.270851846
5995,6.762419177
5996,7.445700225
5997,7.997907821
5998,4.915254427
5999,4.523247716
6000,3.623938202
6001,2.563214161
6002,3.000125665
6003,2.09232065
6004,1.998870134
6005,1.932119765
6006,2.179702951
6007,2.518309367
6008,3.336304795
6009,4.503829427
6010,4.667671241
6011,6.529399708
6012,7.812220431
6013,7.591337393
6014,9.371751774
6015,7.293994841
6016,7.09981195
6017,7.489391375
6018,7.825570505
6019,7.755179207
6020,9.254028397
6021,7.185980608
6022,4.179786728
6023,3.921280754
6024,2.563214161
6025,2.250094249
6026,2.10809801
6027,1.935760694
6028,1.947897125
6029,1.946683482
6030,4.299937391
6031,3.390918733
6032,3.297468217
6033,2.860556712
6034,2.366603983
6035,2.002511063
6036,3.439464456
6037,2.765892553
6038,2.786524485
6039,4.12517279
6040,4.239255238
6041,6.50634049
6042,7.300063057
6043,5.280560991
6044,5.456539236
6045,5.830341301
6046,5.54149425
6047,6.361916965
6048,3.26712714
6049,2.248880606
6050,2.055911358
6051,1.990374632
6052,1.944256196
6053,1.895710473
6054,2.663946535
6055,3.376355016
6056,2.827788349
6057,4.450429132
6058,3.23557242
6059,5.342456787
6060,3.072944249
6061,3.7732163
6062,3.973467406
6063,3.001339308
6064,3.97104012
6065,5.176187687
6066,8.493074193
6067,10.78443231
6068,9.966436878
6069,5.566980755
6070,4.796317406
6071,3.679765783
6072,2.432140709
6073,2.220966815
6074,1.876292184
6075,1.898137759
6076,1.881146756
6077,1.884787685
6078,3.278049928
6079,3.798702804
6080,5.014773159
6081,4.081481639
6082,4.040217775
6083,3.844821241
6084,4.604561802
6085,2.388449559
6086,2.288930827
6087,4.537811433
6088,3.434609884
6089,4.341201256
6090,5.316970283
6091,9.250387468
6092,6.192006935
6093,4.6749531
6094,5.996610401
6095,6.250261802
6096,4.801171979
6097,2.047415856
6098,1.946683482
6099,1.875078541
6100,1.902992331
6101,1.893283187
6102,2.51952301
6103,3.365432229
6104,3.900648822
6105,2.489181933
6106,2.172421092
6107,2.477045503
6108,2.638460031
6109,3.339945724
6110,3.041389529
6111,3.233145134
6112,2.348399337
6113,3.989244766
6114,7.575560033
6115,8.922703839
6116,7.660515048
6117,5.421343587
6118,5.810923012
6119,4.037790489
6120,2.947939013
6121,2.291358113
6122,1.890855901
6123,1.877505827
6124,1.893283187
6125,1.871437612
6126,2.767106196
6127,3.615442701
6128,3.622724559
6129,4.443147274
6130,2.869052214
6131,3.792634589
6132,2.273153467
6133,3.424900739
6134,3.015903025
6135,3.508642111
6136,2.655451034
6137,3.947980902
6138,5.432266374
6139,6.050010696
6140,5.532998749
6141,7.338899635
6142,4.848504058
6143,4.957731935
6144,4.769617259
6145,3.651851993
6146,2.68943304
6147,2.02921121
6148,1.844737464
6149,1.947897125
6150,2.371458556
6151,4.086336211
6152,5.065746168
6153,5.92500546
6154,4.833940342
6155,3.400627878
6156,2.700355827
6157,4.988073011
6158,5.035405091
6159,3.636074633
6160,4.966227436
6161,6.239339015
6162,8.893576405
6163,10.46281689
6164,9.325633338
6165,6.241766301
6166,4.224691521
6167,5.563339826
6168,4.707721462
6169,3.093576181
6170,2.466122715
6171,2.106884367
6172,1.924837907
6173,1.907846904
6174,3.524419471
6175,2.729483261
6176,4.661603026
6177,3.66641571
6178,4.282946388
6179,6.309730313
6180,5.857041448
6181,5.605817333
6182,5.522075961
6183,8.421469252
6184,8.745511951
6185,9.931241229
6186,11.8439427
6187,6.861937909
6188,7.260012835
6189,6.827955903
6190,5.806068439
6191,5.20531512
6192,2.591127951
6193,2.32169919
6194,2.219753172
6195,2.24645332
6196,1.962460842
6197,2.06076593
6198,3.315672863
6199,3.097217111
6200,3.381209589
6201,4.838794914
6202,6.715087098
6203,5.75873636
6204,5.980833041
6205,3.426114382
6206,3.265913497
6207,3.684620356
6208,4.375183262
6209,7.158066818
6210,9.738271981
6211,7.766101995
6212,7.480895874
6213,7.324335918
6214,7.434777437
6215,5.65193577
6216,2.125089013
6217,1.995229205
6218,1.881146756
6219,1.871437612
6220,1.802259957
6221,1.758568806
6222,2.446704426
6223,3.411550665
6224,3.060807819
6225,6.111906493
6226,3.901862465
6227,3.752584368
6228,3.028039456
6229,3.940699043
6230,4.543879648
6231,2.744046978
6232,2.602050739
6233,2.695501255
6234,5.593680902
6235,7.119230239
6236,7.778238426
6237,7.073111803
6238,8.037958042
6239,7.351036065
6240,3.438250813
6241,3.824189309
6242,1.902992331
6243,1.89449683
6244,1.984306417
6245,1.952751697
6246,3.319313792
6247,4.24410981
6248,5.104582746
6249,5.46624838
6250,4.426156271
6251,3.909144323
6252,4.5960663
6253,3.649424707
6254,3.627579132
6255,5.017200445
6256,3.888512391
6257,3.611801772
6258,5.331534
6259,9.548943662
6260,8.576815565
6261,6.09127456
6262,4.82544484
6263,2.896966004
6264,2.125089013
6265,2.088679721
6266,2.002511063
6267,2.645741889
6268,2.502532007
6269,1.867796682
6270,2.61054624
6271,4.452856418
6272,4.042645061
6273,2.320485547
6274,3.774429943
6275,4.498974855
6276,2.703996756
6277,4.695585032
6278,2.810797346
6279,3.91157161
6280,3.599665341
6281,7.94208024
6282,7.32919049
6283,12.13278976
6284,9.663026111
6285,11.61213688
6286,8.301318588
6287,5.28420192
6288,2.955220872
6289,2.137225444
6290,1.871437612
6291,1.779200738
6292,1.758568806
6293,1.757355163
6294,2.716133187
6295,5.836409516
6296,3.894580607
6297,5.363088719
6298,3.398200592
6299,3.472232819
6300,3.676124854
6301,3.625151845
6302,5.16162397
6303,2.558359588
6304,3.632433704
6305,2.525591225
6306,4.740489825
6307,9.722494621
6308,10.93735133
6309,7.04034344
6310,7.302490343
6311,6.119188351
6312,3.83268481
6313,2.251307892
6314,2.040133998
6315,2.072902361
6316,2.066834146
6317,1.984306417
6318,2.367817627
6319,2.564427804
6320,3.796275518
6321,6.20171608
6322,4.279305459
6323,2.989202878
