,X,Y,Z,X_v,Y_v,Z_v,irrad_kWh
29,11.9675358981,10.7854825623,6.34786694449,0.283040873106,-0.12281142592,0.951212498769,24.40524234042553
30,11.9385924032,10.9099294436,6.37254669904,0.283040873106,-0.12281142592,0.951212498769,24.374249148936173
31,11.9200162624,10.4866585985,6.32342551006,0.283040873106,-0.12281142592,0.951212498769,24.426319787234043
32,11.8203830716,10.6478787754,6.37388736289,0.283040873106,-0.12281142592,0.951212498769,24.421702765957445
33,11.8174451772,10.78696566,6.39271912007,0.283040873106,-0.12281142592,0.951212498769,24.413922340425533
34,11.7428924148,10.489613315,6.37651160963,0.283040873106,-0.12281142592,0.951212498769,24.434159787234044
35,11.6756048085,10.637090811,6.41557445252,0.283040873106,-0.12281142592,0.951212498769,24.457196382978722
36,11.5766380938,10.4880336233,6.4257779555,0.283040873106,-0.12281142592,0.951212498769,24.449510425531916
37,11.4517222759,10.4385648637,6.45656072307,0.283040873106,-0.12281142592,0.951212498769,24.474535319148938
38,12.8009211422,10.6808503624,6.08637740652,0.283040873106,-0.12281142592,0.951212498769,24.342272978723404
39,12.793249949,10.8694826638,6.11301442314,0.283040873106,-0.12281142592,0.951212498769,24.323105744680852
40,12.7897435119,11.0436540064,6.13654512316,0.283040873106,-0.12281142592,0.951212498769,24.31261659574468
41,12.7947644063,11.219344309,6.15773456114,0.283040873106,-0.12281142592,0.951212498769,24.35082382978723
42,12.79832462,11.3929991981,6.17909584327,0.283040873106,-0.12281142592,0.951212498769,24.337423829787234
43,12.8018848337,11.5666540872,6.2004571254,0.283040873106,-0.12281142592,0.951212498769,24.34041425531915
44,12.8082084759,11.7289862085,6.21953424026,0.283040873106,-0.12281142592,0.951212498769,24.382440212765957
45,12.8535107286,11.8513412318,6.22185149925,0.283040873106,-0.12281142592,0.951212498769,24.33870425531915
46,12.785047931,10.4747395269,6.0644895549,0.283040873106,-0.12281142592,0.951212498769,24.327958510638297
0,12.689175277,15.1375047641,6.2491447176,0.283040873109,-0.122811425922,0.951212498768,6.832171077844311
1,12.6707239963,13.8096121792,6.08319030106,0.283040873109,-0.122811425922,0.951212498768,6.808913712574851
2,12.6367698837,13.9931466451,6.1169898266,0.283040873109,-0.122811425922,0.951212498768,6.806467904191618
3,12.6385131815,14.2857644955,6.15425110203,0.283040873109,-0.122811425922,0.951212498768,6.812315628742515
4,12.6384471796,14.4513115956,6.17564459371,0.283040873109,-0.122811425922,0.951212498768,6.813232814371258
5,12.6227720822,14.6345974294,6.20397295133,0.283040873109,-0.122811425922,0.951212498768,6.831333532934131
6,12.6246305568,14.9949948878,6.2499510073,0.283040873109,-0.122811425922,0.951212498768,6.83328874251497
7,12.6036413363,14.146549311,6.14665336988,0.283040873109,-0.122811425922,0.951212498768,6.833980958083832
8,12.6137429887,14.8187834619,6.23043996248,0.283040873109,-0.122811425922,0.951212498768,6.851642574850301
9,12.5581565093,13.684894127,6.10058325794,0.283040873109,-0.122811425922,0.951212498768,6.841895868263473
10,12.5130531627,13.8669614771,6.13751090717,0.283040873109,-0.122811425922,0.951212498768,6.834980898203594
11,12.4675103844,14.0397204946,6.17336751023,0.283040873109,-0.122811425922,0.951212498768,6.858124431137724
12,12.4824057166,14.3114063437,6.20401275379,0.283040873109,-0.122811425922,0.951212498768,6.856295269461079
13,12.4801316767,14.4877389527,6.22745578616,0.283040873109,-0.122811425922,0.951212498768,6.849807365269461
14,12.4870621251,14.9291904627,6.28238955681,0.283040873109,-0.122811425922,0.951212498768,6.861652095808383
15,12.4485209271,13.5543318107,6.11634924786,0.283040873109,-0.122811425922,0.951212498768,6.8245055089820355
16,12.4484392819,14.6549016899,6.25846855905,0.283040873109,-0.122811425922,0.951212498768,6.837984790419162
17,12.4170807242,14.191919411,6.20802372119,0.283040873109,-0.122811425922,0.951212498768,6.859350538922155
18,12.4262396949,14.8085784115,6.28491548636,0.283040873109,-0.122811425922,0.951212498768,6.865698383233533
19,12.3877887407,13.7237301118,6.15629167716,0.283040873109,-0.122811425922,0.951212498768,6.824209461077844
20,12.3430850101,13.886361964,6.19059109253,0.283040873109,-0.122811425922,0.951212498768,6.833896047904191
21,12.3304334758,14.4544801345,6.26770562166,0.283040873109,-0.122811425922,0.951212498768,6.855153233532934
22,12.3163387449,13.4254169179,6.13903685813,0.283040873109,-0.122811425922,0.951212498768,6.8384557485029935
23,12.3010991919,14.0566419842,6.22506922941,0.283040873109,-0.122811425922,0.951212498768,6.861401976047904
24,12.302289383,14.3263999669,6.25954363952,0.283040873109,-0.122811425922,0.951212498768,6.887127784431137
25,12.2940862885,14.7447019739,6.31599167512,0.283040873109,-0.122811425922,0.951212498768,6.868313532934132
26,12.2857443241,13.5775815998,6.16778651521,0.283040873109,-0.122811425922,0.951212498768,6.848487305389222
27,12.2901390738,14.6166929217,6.30063890046,0.283040873109,-0.122811425922,0.951212498768,6.860931796407185
28,12.2436066864,14.2065624601,6.261532876,0.283040873109,-0.122811425922,0.951212498768,6.853640059880239
29,12.217890883,13.7337850258,6.20814433509,0.283040873109,-0.122811425922,0.951212498768,6.837253832335329
30,12.1983722993,13.2957231149,6.15739389709,0.283040873109,-0.122811425922,0.951212498768,6.850166107784432
31,12.1778465867,13.9026810778,6.24186607191,0.283040873109,-0.122811425922,0.951212498768,6.852022634730539
32,12.1650450124,14.488193418,6.32127101484,0.283040873109,-0.122811425922,0.951212498768,6.870469341317365
33,12.1544382926,14.6136526513,6.34062522074,0.283040873109,-0.122811425922,0.951212498768,6.866231736526946
34,12.1397081926,13.4400491908,6.19348386774,0.283040873109,-0.122811425922,0.951212498768,6.857583173652694
35,12.1306318013,14.0742765302,6.27806996573,0.283040873109,-0.122811425922,0.951212498768,6.861347964071856
36,12.135819732,14.3460497124,6.31161499969,0.283040873109,-0.122811425922,0.951212498768,6.861930718562874
37,12.1043101436,13.590573346,6.22345107365,0.283040873109,-0.122811425922,0.951212498768,6.847192754491018
38,12.0845657715,13.1695571015,6.17496859359,0.283040873109,-0.122811425922,0.951212498768,6.84137988023952
39,12.0607019697,14.2234874898,6.31814283202,0.283040873109,-0.122811425922,0.951212498768,6.863606347305389
40,12.0527048484,13.7494941693,6.25932497226,0.283040873109,-0.122811425922,0.951212498768,6.852191796407185
41,12.0328576444,14.476329833,6.35907270933,0.283040873109,-0.122811425922,0.951212498768,6.859352994011976
42,12.0179517781,13.3032434481,6.21205041678,0.283040873109,-0.122811425922,0.951212498768,6.853325449101796
43,12.0071465239,13.9040922112,6.29284143042,0.283040873109,-0.122811425922,0.951212498768,6.861470419161677
44,11.9726302756,13.4450772584,6.24384841164,0.283040873109,-0.122811425922,0.951212498768,6.86464988023952
45,11.9614992201,13.0412983995,6.19502849618,0.283040873109,-0.122811425922,0.951212498768,6.8570187425149705
46,11.9623819497,14.0753837807,6.32827700984,0.283040873109,-0.122811425922,0.951212498768,6.875083293413174
47,11.9723952415,14.3634990125,6.36249614767,0.283040873109,-0.122811425922,0.951212498768,6.857251017964072
48,11.9277372843,13.5931644216,6.27632627243,0.283040873109,-0.122811425922,0.951212498768,6.850188383233532
49,11.9162493152,13.1719765512,6.22536487505,0.283040873109,-0.122811425922,0.951212498768,6.846267365269462
50,11.8901672253,14.2375943085,6.37070814371,0.283040873109,-0.122811425922,0.951212498768,6.8609459880239525
51,11.8848987379,13.7468345731,6.30891363861,0.283040873109,-0.122811425922,0.951212498768,6.8647680838323355
52,11.8481960568,13.2993481044,6.26205965754,0.283040873109,-0.122811425922,0.951212498768,6.862135868263473
53,11.8393404134,13.901432615,6.34243009677,0.283040873109,-0.122811425922,0.951212498768,6.890883952095808
54,11.8298961136,12.9119816394,6.21749191262,0.283040873109,-0.122811425922,0.951212498768,6.852706946107785
55,11.8048241651,13.4424176623,6.29343707799,0.283040873109,-0.122811425922,0.951212498768,6.8666913173652695
56,11.7935827909,13.0332578361,6.24395524993,0.283040873109,-0.122811425922,0.951212498768,6.853594311377245
57,11.7968646677,14.0700158209,6.3768349391,0.283040873109,-0.122811425922,0.951212498768,6.854616586826347
58,11.756741344,14.1892850556,6.40417285296,0.283040873109,-0.122811425922,0.951212498768,6.882262035928144
59,11.7599311738,13.5905048254,6.32591493877,0.283040873109,-0.122811425922,0.951212498768,6.8648475449101785
60,11.751991537,13.1528400064,6.27177036138,0.283040873109,-0.122811425922,0.951212498768,6.871090958083832
61,11.7170926274,13.744174977,6.35850230496,0.283040873109,-0.122811425922,0.951212498768,6.885703892215568
62,11.7093621595,12.7794973943,6.23625265912,0.283040873109,-0.122811425922,0.951212498768,6.875220119760479
63,11.6830404745,13.2910983325,6.31013788826,0.283040873109,-0.122811425922,0.951212498768,6.875815389221557
64,11.6715343029,13.8987730188,6.39201876311,0.283040873109,-0.122811425922,0.951212498768,6.8932531736526945
65,11.6488526754,12.8924833029,6.26884539502,0.283040873109,-0.122811425922,0.951212498768,6.877820898203593
66,11.6452189843,14.0543397452,6.41993437848,0.283040873109,-0.122811425922,0.951212498768,6.871160299401196
67,11.6370180546,13.4397580661,6.34302574434,0.283040873109,-0.122811425922,0.951212498768,6.867238083832335
68,11.6176175648,13.0222601392,6.29489519075,0.283040873109,-0.122811425922,0.951212498768,6.859691377245508
69,11.5943927424,12.6687043487,6.25615819264,0.283040873109,-0.122811425922,0.951212498768,6.87615359281437
70,11.5921250633,13.5878452292,6.37550360512,0.283040873109,-0.122811425922,0.951212498768,6.883738143712574
71,11.5821638079,13.1488431175,6.3217879181,0.283040873109,-0.122811425922,0.951212498768,6.874188562874252
72,11.547110115,13.7447875239,6.40916104476,0.283040873109,-0.122811425922,0.951212498768,6.879533293413174
73,11.515234364,13.2884387363,6.35972655461,0.283040873109,-0.122811425922,0.951212498768,6.872735748502994
74,11.5004521477,12.7622310862,6.29618624103,0.283040873109,-0.122811425922,0.951212498768,6.883877724550899
75,11.512515495,13.8977868023,6.43920874813,0.283040873109,-0.122811425922,0.951212498768,6.873633173652694
76,11.481887495,12.8957390846,6.31894757272,0.283040873109,-0.122811425922,0.951212498768,6.877502455089821
77,11.4692119441,13.4370984699,6.39261441068,0.283040873109,-0.122811425922,0.951212498768,6.873050299401198
78,11.4623608398,12.5845712444,6.28458288064,0.283040873109,-0.122811425922,0.951212498768,6.884164550898205
79,11.4215427188,13.588926014,6.42640128416,0.283040873109,-0.122811425922,0.951212498768,6.881282335329341
80,11.4165438107,13.1502789523,6.3712548517,0.283040873109,-0.122811425922,0.951212498768,6.885127125748503
81,11.4209923621,13.0184043738,6.35290477017,0.283040873109,-0.122811425922,0.951212498768,6.859331017964071
82,11.3862225268,12.4505823542,6.28993908434,0.283040873109,-0.122811425922,0.951212498768,6.865006526946107
83,11.3883102979,13.7586279724,6.45820014399,0.283040873109,-0.122811425922,0.951212498768,6.8750557485029935
84,11.3461893688,13.2842489977,6.40948630366,0.283040873109,-0.122811425922,0.951212498768,6.882862574850299
85,11.3370749452,12.7365038943,6.34147878395,0.283040873109,-0.122811425922,0.951212498768,6.890928502994013
86,11.3056083818,12.9019006742,6.37219635545,0.283040873109,-0.122811425922,0.951212498768,6.877769041916168
87,11.3014058336,13.4344388737,6.44220307703,0.283040873109,-0.122811425922,0.951212498768,6.883268562874251
88,11.2804755239,12.577038545,6.33773175865,0.283040873109,-0.122811425922,0.951212498768,6.877357604790419
89,11.2749360079,12.3680176391,6.31239331315,0.283040873109,-0.122811425922,0.951212498768,6.874748922155688
90,11.2611176173,13.6091020809,6.47674199393,0.283040873109,-0.122811425922,0.951212498768,6.884704550898204
91,11.2517869214,13.1094838951,6.41501251334,0.283040873109,-0.122811425922,0.951212498768,6.886078203592814
92,11.1789138299,13.2729226937,6.45779813208,0.283040873109,-0.122811425922,0.951212498768,6.870681916167665
93,11.1664702261,12.7676730826,6.39626784651,0.283040873109,-0.122811425922,0.951212498768,6.894502215568862
94,11.1567483334,12.2583292596,6.33339908875,0.283040873109,-0.122811425922,0.951212498768,6.865731197604791
95,11.1505045168,12.9470651653,6.42417995429,0.283040873109,-0.122811425922,0.951212498768,6.881068682634731
96,11.1351889256,12.428722666,6.36181382344,0.283040873109,-0.122811425922,0.951212498768,6.881553233532934
97,11.1421236387,13.4314715217,6.48921564976,0.283040873109,-0.122811425922,0.951212498768,6.877774431137723
98,11.1131780153,12.5991867901,6.39037203673,0.283040873109,-0.122811425922,0.951212498768,6.876360000000001
99,11.1112342771,13.5320410543,6.51139159846,0.283040873109,-0.122811425922,0.951212498768,6.884686766467066
100,11.0798740722,13.106365563,6.46576394498,0.283040873109,-0.122811425922,0.951212498768,6.885349101796408
101,11.0432506629,12.1290501298,6.35047994658,0.283040873109,-0.122811425922,0.951212498768,6.866041377245509
102,11.0173338905,13.2597513023,6.50417696945,0.283040873109,-0.122811425922,0.951212498768,6.881404910179641
103,11.0005104285,12.7777161662,6.44694717579,0.283040873109,-0.122811425922,0.951212498768,6.8735537724550895
104,10.9873651626,12.2826488735,6.38694031856,0.283040873109,-0.122811425922,0.951212498768,6.882953053892216
105,10.9850750399,13.3815971291,6.5295074114,0.283040873109,-0.122811425922,0.951212498768,6.885885449101798
106,10.9826984063,12.9444055691,6.47376862064,0.283040873109,-0.122811425922,0.951212498768,6.8853610179640725
107,10.9693648068,12.4492080617,6.4138009915,0.283040873109,-0.122811425922,0.951212498768,6.880751556886227
108,10.9478679891,12.6142272046,6.44150322872,0.283040873109,-0.122811425922,0.951212498768,6.872421676646707
109,10.9217695519,12.0053869187,6.37066141442,0.283040873109,-0.122811425922,0.951212498768,6.880365149700599
110,10.9149710561,13.1009323653,6.51413067162,0.283040873109,-0.122811425922,0.951212498768,6.877523053892216
111,10.865291645,12.1450238765,6.40549544996,0.283040873109,-0.122811425922,0.951212498768,6.889389281437126
112,10.8509220655,13.2403014455,6.55118295777,0.283040873109,-0.122811425922,0.951212498768,6.886910479041917
113,10.8359471428,12.7744115956,6.49548764083,0.283040873109,-0.122811425922,0.951212498768,6.884350299401198
114,10.8216605163,12.3027932913,6.43884791282,0.283040873109,-0.122811425922,0.951212498768,6.876278023952096
115,10.8143862295,12.9368259184,6.52287264086,0.283040873109,-0.122811425922,0.951212498768,6.8973551497006
116,10.8026950965,12.4593432631,6.46470345434,0.283040873109,-0.122811425922,0.951212498768,6.87621862275449
117,10.8030303138,11.8736635377,6.38898636429,0.283040873109,-0.122811425922,0.951212498768,6.894872694610779
118,10.7785093226,12.6155374326,6.49206641609,0.283040873109,-0.122811425922,0.951212498768,6.87426748502994
119,10.7425652298,12.0027050888,6.42363883901,0.283040873109,-0.122811425922,0.951212498768,6.873371616766467
120,10.7428728769,13.0958507061,6.56468376377,0.283040873109,-0.122811425922,0.951212498768,6.867675149700598
121,10.7000224419,12.1580176391,6.45635025066,0.283040873109,-0.122811425922,0.951212498768,6.889985688622754
122,10.6806257966,11.7477246197,6.40914878159,0.283040873109,-0.122811425922,0.951212498768,6.870880359281436
123,10.6668677071,12.7754811922,6.54593667281,0.283040873109,-0.122811425922,0.951212498768,6.89448634730539
124,10.655660357,12.3154538822,6.48987719945,0.283040873109,-0.122811425922,0.951212498768,6.892122155688623
125,10.6502817877,12.9248985776,6.57016328392,0.283040873109,-0.122811425922,0.951212498768,6.8818027544910185
126,10.619842961,12.4742301844,6.52103462344,0.283040873109,-0.122811425922,0.951212498768,6.87820622754491
127,10.6079288876,11.866536918,6.44612023057,0.283040873109,-0.122811425922,0.951212498768,6.8762467065868265
128,10.5973242562,13.0229404175,6.59857944135,0.283040873109,-0.122811425922,0.951212498768,6.874365449101797
129,10.60190647,12.625389897,6.54588806042,0.283040873109,-0.122811425922,0.951212498768,6.887100898203593
130,10.5772187787,12.0093735926,6.4736999688,0.283040873109,-0.122811425922,0.951212498768,6.897307724550897
131,10.5667033993,11.6356252784,6.42857410964,0.283040873109,-0.122811425922,0.951212498768,6.89606628742515
132,10.5323257874,12.1574607558,6.50617782958,0.283040873109,-0.122811425922,0.951212498768,6.8844412574850296
133,10.5003594275,12.7616107795,6.59369172622,0.283040873109,-0.122811425922,0.951212498768,6.888801856287425
134,10.489487241,12.3111309073,6.53876519577,0.283040873109,-0.122811425922,0.951212498768,6.887268023952096
135,10.4865739422,12.886496649,6.61391777196,0.283040873109,-0.122811425922,0.951212498768,6.881282874251497
136,10.4611056099,11.732019539,6.47244107645,0.283040873109,-0.122811425922,0.951212498768,6.881835808383234
137,10.4426781215,12.4696587197,6.57316121219,0.283040873109,-0.122811425922,0.951212498768,6.878250359281437
138,10.4307721292,11.8726908601,6.49962917629,0.283040873109,-0.122811425922,0.951212498768,6.882579520958084
139,10.4323003742,11.5556498898,6.45824114839,0.283040873109,-0.122811425922,0.951212498768,6.876851377245509
140,10.4202545085,12.6147529749,6.59856671454,0.283040873109,-0.122811425922,0.951212498768,6.885843532934132
141,10.3952297858,12.011964485,6.5281867577,0.283040873109,-0.122811425922,0.951212498768,6.889471437125748
142,10.3645196769,12.1548011596,6.55576649593,0.283040873109,-0.122811425922,0.951212498768,6.8804525748503
143,10.3575899711,11.4188847186,6.46281401938,0.283040873109,-0.122811425922,0.951212498768,6.885463053892216
144,10.3530405798,12.7470977869,6.63565384723,0.283040873109,-0.122811425922,0.951212498768,6.880104191616767
145,10.3217538769,12.3067064192,6.58810434994,0.283040873109,-0.122811425922,0.951212498768,6.880349580838323
146,10.2865029506,11.7030621518,6.52065679183,0.283040873109,-0.122811425922,0.951212498768,6.883159700598802
147,10.2630169958,12.6197825744,6.64600336537,0.283040873109,-0.122811425922,0.951212498768,6.896497125748502
148,10.2748494065,12.4658965528,6.62261425135,0.283040873109,-0.122811425922,0.951212498768,6.877192874251497
149,10.2085483477,12.3290616361,6.62467584992,0.283040873109,-0.122811425922,0.951212498768,6.887118562874251
150,10.2271304296,12.1676806565,6.59831064032,0.283040873109,-0.122811425922,0.951212498768,6.879237305389222
151,10.2389343558,12.0128691124,6.57481050749,0.283040873109,-0.122811425922,0.951212498768,6.8865261676646705
152,10.2646544387,11.8594053912,6.54734352912,0.283040873109,-0.122811425922,0.951212498768,6.886434431137725
153,10.1848865294,11.7144151321,6.55235935707,0.283040873109,-0.122811425922,0.951212498768,6.899239161676647
154,10.2507687246,11.5455544355,6.51095391187,0.283040873109,-0.122811425922,0.951212498768,6.8986645508982045
155,10.1785290049,11.4043171159,6.5142142104,0.283040873109,-0.122811425922,0.951212498768,6.876017125748503
156,10.2455560369,11.3339324559,6.48518239034,0.283040873109,-0.122811425922,0.951212498768,6.888910838323353
157,10.1911542061,11.2108881612,6.48548379135,0.283040873109,-0.122811425922,0.951212498768,6.887113053892215
158,12.7886829385,14.1173185016,6.08781876235,0.283040873109,-0.122811425922,0.951212498768,6.81932760479042
159,12.7973155279,14.3128079772,6.11048979079,0.283040873109,-0.122811425922,0.951212498768,6.818724670658683
160,12.8013843435,14.5112707075,6.13490268466,0.283040873109,-0.122811425922,0.951212498768,6.82136754491018
161,12.7932374152,14.6941018521,6.16093227038,0.283040873109,-0.122811425922,0.951212498768,6.827511796407185
162,12.798833222,14.8713165587,6.182147455,0.283040873109,-0.122811425922,0.951212498768,6.833370718562874
163,12.8044289523,15.0547036233,6.20415957798,0.283040873109,-0.122811425922,0.951212498768,6.842031856287425
164,12.8269679596,15.2347544956,6.22069935649,0.283040873109,-0.122811425922,0.951212498768,6.83627011976048
165,12.8713603753,15.3405619118,6.22115087659,0.283040873109,-0.122811425922,0.951212498768,6.829930718562874
166,12.791184602,13.9185037718,6.06140532317,0.283040873109,-0.122811425922,0.951212498768,6.801663532934132
0,12.663486792,17.2641595484,6.0854777862,0.283040873105,-0.122811425917,0.95121249877,8.617714393939394
1,12.6071163719,17.4123933473,6.12138977976,0.283040873105,-0.122811425917,0.95121249877,8.625112651515153
2,12.5852543319,17.5459478873,6.14513828434,0.283040873105,-0.122811425917,0.95121249877,8.645674469696969
3,12.5613757761,17.1295020047,6.09847604491,0.283040873105,-0.122811425917,0.95121249877,8.62276090909091
4,12.4819338105,17.2860246251,6.14232333409,0.283040873105,-0.122811425917,0.95121249877,8.631991439393937
5,12.4511172892,16.998563591,6.114378827,0.283040873105,-0.122811425917,0.95121249877,8.612464772727272
6,12.4365994726,17.4327746232,6.17475987916,0.283040873105,-0.122811425917,0.95121249877,8.633188863636363
7,12.4025796311,17.5533294676,6.20044763875,0.283040873105,-0.122811425917,0.95121249877,8.655751363636366
8,12.3857396221,17.136553435,6.15164839772,0.283040873105,-0.122811425917,0.95121249877,8.64384568181818
9,12.328712772,16.8726246729,6.13454124429,0.283040873105,-0.122811425917,0.95121249877,8.618267272727275
10,12.3127605662,17.2868153302,6.19276427179,0.283040873105,-0.122811425917,0.95121249877,8.645544621212123
11,12.283462867,17.0033028247,6.16487762316,0.283040873105,-0.122811425917,0.95121249877,8.639645303030301
12,12.2777779428,17.4721220452,6.22709865471,0.283040873105,-0.122811425917,0.95121249877,8.674139090909092
13,12.1999289974,17.1498590496,6.20865572577,0.283040873105,-0.122811425917,0.95121249877,8.639988106060608
14,12.1971096654,16.7433079128,6.15700466073,0.283040873105,-0.122811425917,0.95121249877,8.636094015151516
15,12.1524054252,17.3371104107,6.24697284213,0.283040873105,-0.122811425917,0.95121249877,8.66180909090909
16,12.1488535894,16.866510916,6.18727043038,0.283040873105,-0.122811425917,0.95121249877,8.6409846969697
17,12.12019598,17.5142772898,6.27943110628,0.283040873105,-0.122811425917,0.95121249877,8.674097575757576
18,12.1038787379,16.9981700515,6.21765162012,0.283040873105,-0.122811425917,0.95121249877,8.655137272727274
19,12.0755286915,16.6121299635,6.1762456127,0.283040873105,-0.122811425917,0.95121249877,8.634772045454545
20,12.0285680688,17.1762652945,6.26305485898,0.283040873105,-0.122811425917,0.95121249877,8.653984545454545
21,12.015497089,16.7293037789,6.20923685343,0.283040873105,-0.122811425917,0.95121249877,8.650358257575759
22,11.9860681747,17.3531510586,6.29853883345,0.283040873105,-0.122811425917,0.95121249877,8.67299143939394
23,11.9616062942,16.5000306222,6.19567094075,0.283040873105,-0.122811425917,0.95121249877,8.631930606060607
24,11.956406072,16.8681402385,6.2447450881,0.283040873105,-0.122811425917,0.95121249877,8.627296363636361
25,11.9245564805,17.0306808117,6.27520786669,0.283040873105,-0.122811425917,0.95121249877,8.65894734848485
26,11.9350351921,17.5158203736,6.33472640514,0.283040873105,-0.122811425917,0.95121249877,8.664057575757575
27,11.8621581877,17.2015994157,6.31584234617,0.283040873105,-0.122811425917,0.95121249877,8.662997272727274
28,11.8479146286,16.7358903198,6.25995274336,0.283040873105,-0.122811425917,0.95121249877,8.656572348484847
29,11.8547271448,16.5977344176,6.24008826102,0.283040873105,-0.122811425917,0.95121249877,8.649164848484846
30,11.8306368127,16.419014329,6.22418190959,0.283040873105,-0.122811425917,0.95121249877,8.64186424242424
31,11.8153312591,17.3563067777,6.34975040196,0.283040873105,-0.122811425917,0.95121249877,8.66447174242424
32,11.7788128428,16.8844243374,6.29969181777,0.283040873105,-0.122811425917,0.95121249877,8.658873636363634
33,11.7604620088,17.0459589535,6.32600805379,0.283040873105,-0.122811425917,0.95121249877,8.65577787878788
34,11.7389090127,16.3038948548,6.23661312747,0.283040873105,-0.122811425917,0.95121249877,8.648704696969697
35,11.7497470016,17.524984076,6.39104351477,0.283040873105,-0.122811425917,0.95121249877,8.67420181818182
36,11.6943520772,17.1989398195,6.36543101251,0.283040873105,-0.122811425917,0.95121249877,8.66796265151515
37,11.6850966371,16.7124243448,6.30537083518,0.283040873105,-0.122811425917,0.95121249877,8.661188257575757
38,11.6841683944,16.5219051073,6.28104902633,0.283040873105,-0.122811425917,0.95121249877,8.644019924242425
39,11.6475251486,17.3536471815,6.3993390683,0.283040873105,-0.122811425917,0.95121249877,8.685530681818182
40,11.6260465108,16.1806904808,6.25428929997,0.283040873105,-0.122811425917,0.95121249877,8.645386666666665
41,11.6125558713,16.8837966766,6.34908186946,0.283040873105,-0.122811425917,0.95121249877,8.664427424242424
42,11.6061427741,17.4923209781,6.42955695353,0.283040873105,-0.122811425917,0.95121249877,8.676264318181818
43,11.5926558983,17.0432993573,6.37559672014,0.283040873105,-0.122811425917,0.95121249877,8.652185984848485
44,11.5769013745,16.3691922451,6.29325036578,0.283040873105,-0.122811425917,0.95121249877,8.631738787878787
45,11.5340271413,16.5601549128,6.3306632025,0.283040873105,-0.122811425917,0.95121249877,8.656243484848485
46,11.5261862734,17.192651178,6.41465816096,0.283040873105,-0.122811425917,0.95121249877,8.6946925
47,11.5140890495,16.721505176,6.35742793787,0.283040873105,-0.122811425917,0.95121249877,8.625069393939395
48,11.5074345834,16.0553599668,6.27340175319,0.283040873105,-0.122811425917,0.95121249877,8.618993560606059
49,11.4875967169,17.3290681912,6.4437536467,0.283040873105,-0.122811425917,0.95121249877,8.671013712121212
