Model Number,CEC Listing Date,year
6MN6A270,,1900
6MN6A275,,1900
6MN6A280,,1900
6MN6A285,,1900
6MN6A290,,1900
API-P210,,1900
API-P215,,1900
API-P220,,1900
API-M225,,1900
API-P225,,1900
API-M230,,1900
API-P230,,1900
API-M235,,1900
API-P235,,1900
API-M240,,1900
API-P240,,1900
API-M245,,1900
API-P245,,1900
API-M250,,1900
API-P250,,1900
API-M255,,1900
API-P255,,1900
API-M260,,1900
API-P260,,1900
API-M265,,1900
API-P265,,1900
API-M270,,1900
API-P270,,1900
API-M275,,1900
API-P275,,1900
API-M280,,1900
API-P280,,1900
API-M285,,1900
API-P285,,1900
API-M290,,1900
API-P290,,1900
API-P295,,1900
API-P300,,1900
API-P305,,1900
API-P310,,1900
API-P315,,1900
API-P320,04.09.2018,2018
API-P325,04.09.2018,2018
API-M330,04.09.2018,2018
API-P330,04.09.2018,2018
API-M335,04.09.2018,2018
API-P335,04.09.2018,2018
API-M340,04.09.2018,2018
API-M345,04.09.2018,2018
API-M350,04.09.2018,2018
API-M355,04.09.2018,2018
API-M360,04.09.2018,2018
API-M365,04.09.2018,2018
API-M370,04.09.2018,2018
ASP-S1-80,,1900
ATI-S572-175,,1900
ATI-S572-180,,1900
ATI-S572-185,,1900
ATI-M660-220,,1900
ATI-M660-225,,1900
ATI-M660-230,,1900
ATI-M660-235,,1900
ATI-M660-240,,1900
AS-6P30-245W,,1900
AS-6P30-250W,,1900
AS-6P30-255W,,1900
AS-6P30-260W,,1900
AS-6P30-265W,02.04.2018,2018
AS-6P30-270W,02.04.2018,2018
AS-6P30-275W,02.04.2018,2018
AS-6M30-280W,02.04.2018,2018
AS-6P30-280W,02.04.2018,2018
AS-6M30-285W,02.04.2018,2018
AS-6P-320W,02.04.2018,2018
AS-6P-325W,02.04.2018,2018
AS-6P-330W,02.04.2018,2018
AS-6M-335W,02.04.2018,2018
AS-6P-335W,02.04.2018,2018
AS-6M-340W,02.04.2018,2018
AS-6M-345W,02.04.2018,2018
AS-6M-350W,02.04.2018,2018
ST-175-1AC1-A-A,,1900
ST-175-1AC3-B-A,,1900
ST-185-1AC1-A-A,,1900
ST-185-1AC1-A-B,,1900
ST-185-1AC3-B-A,,1900
ST-185-1AC3-B-B,,1900
ST-190-1AC1-A-B,,1900
ST-190-1AC3-B-B,,1900
ST-195-1AC1-A-B,,1900
ST-195-1AC3-B-B,,1900
LW-230-1-AC0-D-B,,1900
LW-230-1-AC1-A-B,,1900
LW-230-1-AC2-D-B,,1900
LW-230-1-AC3-B-B,,1900
LW-235-1-AC0-D-B,,1900
LW-235-1-AC1-A-B,,1900
LW-235-1-AC2-D-B,,1900
LW-235-1-AC3-B-B,,1900
LW-240-1-AC0-D-B,,1900
LW-240-1-AC1-A-B,,1900
LW-240-1-AC2-D-B,,1900
LW-240-1-AC3-B-B,,1900
TW-240-1-AC2-D-B,,1900
TW-245-1-AC2-D-B,,1900
TW-250-1-AC2-D-B,,1900
QJM160-72,,1900
QJM165-72,,1900
QJM170-72,,1900
QJM175-72,,1900
QJM180-72,,1900
QJM185-72,,1900
QJM190-72,,1900
QJM195-72,,1900
QJM200-72,,1900
QJP205-60,,1900
QJP210-60,,1900
QJP215-60,,1900
QJM220-60,,1900
QJP220-60,,1900
QJM225-60,,1900
QJP225-60,,1900
QJM230-60,,1900
QJP230-60,,1900
QJM235-60,,1900
QJP235-60,,1900
QJM240-60,,1900
QJP240-60,,1900
QJM245-60,,1900
QJP245-60,,1900
QJM250-60,,1900
QJP250-60,,1900
QJM255-60,,1900
QJP255-60,,1900
QJP255-72,,1900
QJM260-60,,1900
QJP260-60,,1900
QJP260-72,,1900
QJM265-60,,1900
QJP265-60,,1900
QJP265-72,,1900
QJM270-60,,1900
QJM270-72,,1900
QJP270-60,,1900
QJP270-72,,1900
QJM275-60,,1900
QJM275-72,,1900
QJP275-60,,1900
QJP275-72,,1900
QJM280-72,,1900
QJP280-72,,1900
QJM285-72,,1900
QJP285-72,,1900
QJM290-72,,1900
QJP290-72,,1900
QJM295-72,,1900
QJP295-72,,1900
QJM300-72,,1900
QJP300-72,,1900
QJM305-72,,1900
QJP305-72,,1900
QJM310-72,,1900
QJP310-72,,1900
QJM315-72,,1900
QJP315-72,,1900
QJM320-72,,1900
QJP320-72,,1900
QJM325-72,,1900
QJP325-72,,1900
QJM330-72,,1900
QJP330-72,,1900
QJM335-72,15.06.2018,2018
QJM340-72,15.06.2018,2018
QJM345-72,15.06.2018,2018
QJM350-72,15.06.2018,2018
QJM355-72,15.06.2018,2018
QJM360-72,15.06.2018,2018
QJM365-72,15.06.2018,2018
QJM370-72,15.06.2018,2018
DS-A4-210,,1900
DS-A4-215,,1900
DS-A4-220,,1900
DS-A4-225,,1900
DS-A4-230,,1900
AJP-S572-175,,1900
AJP-S572-180,,1900
AJP-S572-185,,1900
AJP-M660-220,,1900
AJP-M660-225,,1900
AJP-M660-230,,1900
AJP-M660-235,,1900
AJP-M660-240,,1900
AJP-M660-245,,1900
AJP-M660-250,,1900
AP130,,1900
AP135,,1900
AS135,,1900
AP140,,1900
AS140,,1900
AS145,,1900
AP175,,1900
AP180,,1900
AS180,,1900
AP185,,1900
AS185,,1900
AP190,,1900
AS190,,1900
AP195,,1900
AS195,,1900
AP200,,1900
AS200,,1900
AP205,,1900
AS205,,1900
AP210,,1900
AS210,,1900
AP215,,1900
AS215,,1900
AP220,,1900
AS220,,1900
AP225,,1900
AS225,,1900
AP230,,1900
AS230,,1900
AS235,,1900
AS240,,1900
1/4 Size Tandem Junction,,1900
1/4 Size Single Junction Version 1.0,,1900
1/2-L Size Single Junction Version 1.0,,1900
1/2-P Size Single Junction Version 1.0,,1900
1/2-L Size Tandem Junction,,1900
1/2-P Size Tandem Junction,,1900
Full Size Single Junction Version 1.0,,1900
Full Size Tandem Junction,,1900
DNA-120-BF23-320W,21.01.2020,2020
DNA-120-MF23-320W [Blk],21.01.2020,2020
DNA-120-MF23-320W [Wht],23.12.2019,2019
DNA-120-BF23-325W,21.01.2020,2020
DNA-120-MF23-325W [Blk],21.01.2020,2020
DNA-120-MF23-325W [Wht],23.12.2019,2019
DNA-120-BF23-330W,21.01.2020,2020
DNA-120-MF23-330W [Blk],21.01.2020,2020
DNA-120-MF23-330W [Wht],23.12.2019,2019
DNA-120-BF23-335W,21.01.2020,2020
DNA-120-MF23-335W [Blk],21.01.2020,2020
DNA-120-MF23-335W [Wht],23.12.2019,2019
DNA-120-BF23-340W,21.01.2020,2020
DNA-120-MF23-340W [Blk],21.01.2020,2020
DNA-120-MF23-340W [Wht],23.12.2019,2019
DNA-120-BF26-360W,01.10.2021,2021
DNA-120-MF26-360W,21.06.2021,2021
DNA-120-BF26-365W,01.10.2021,2021
DNA-120-MF26-365W,21.06.2021,2021
DNA-120-BF26-370W,01.10.2021,2021
DNA-120-MF26-370W,21.06.2021,2021
DNA-144-BF23-390W,13.01.2020,2020
DNA-144-MF23-390W [Blk],21.01.2020,2020
DNA-144-MF23-390W [Wht],23.12.2019,2019
DNA-144-BF23-395W,13.01.2020,2020
DNA-144-MF23-395W [Blk],21.01.2020,2020
DNA-144-MF23-395W [Wht],23.12.2019,2019
DNA-144-BF23-400W,13.01.2020,2020
DNA-144-MF23-400W [Blk],21.01.2020,2020
DNA-144-MF23-400W [Wht],23.12.2019,2019
DNA-144-BF23-405W,13.01.2020,2020
DNA-144-MF23-405W [Blk],21.01.2020,2020
DNA-144-MF23-405W [Wht],23.12.2019,2019
DNA-144-BF23-410W,13.01.2020,2020
DNA-144-MF23-410W [Blk],21.01.2020,2020
DNA-144-MF23-410W [Wht],23.12.2019,2019
DNA-144-BF23-415W,13.01.2020,2020
DNA-144-BF26-430W,23.08.2021,2021
DNA-144-MF26-430W [Blk],21.06.2021,2021
DNA-144-MF26-430W [Wht],21.06.2021,2021
DNA-144-BF26-435W,23.08.2021,2021
DNA-144-MF26-435W [Blk],21.06.2021,2021
DNA-144-MF26-435W [Wht],21.06.2021,2021
DNA-144-BF26-440W,23.08.2021,2021
DNA-144-MF26-440W [Blk],21.06.2021,2021
DNA-144-MF26-440W [Wht],21.06.2021,2021
PM200M00_190,,1900
PM200M00_195,,1900
PM200M00_200,,1900
PM200M00_205,,1900
PM200M00_210,,1900
PM220P00_215,,1900
PM220P02.0_215,,1900
PM220P00.4_220,,1900
PM220P00_220,,1900
PM220P01.0_220,,1900
PM220P02.0_220,,1900
PM060P00_225,,1900
PM060P01_225,,1900
PM060P02_225,,1900
PM060PB0_225,,1900
PM060PB1_225,,1900
PM060PBR_225,,1900
PM060PW0_225,,1900
PM060PW1_225,,1900
PM060PW8_225,,1900
PM060PWR_225,,1900
PM220P00.4_225,,1900
PM220P00_225,,1900
PM220P01.0_225,,1900
PM220P02.0_225,,1900
PM245P00_225,,1900
PM060P00_230,,1900
PM060P01_230,,1900
PM060P02_230,,1900
PM060PB0_230,,1900
PM060PB1_230,,1900
PM060PBR_230,,1900
PM060PW0_230,,1900
PM060PW1_230,,1900
PM060PW8_230,,1900
PM060PWR_230,,1900
PM220P00.4_230,,1900
PM220P00_230,,1900
PM220P01.0_230,,1900
PM220P02.0_230,,1900
PM240P00_230,,1900
PM245P00_230,,1900
PM245P01_230,,1900
PM060P00_235,,1900
PM060P01_235,,1900
PM060P02_235,,1900
PM060PA0_235,,1900
PM060PA1_235,,1900
PM060PA2_235,,1900
PM060PB0_235,,1900
PM060PB1_235,,1900
PM060PBR_235,,1900
PM060PW0_235,,1900
PM060PW1_235,,1900
PM060PW8_235,,1900
PM060PWR_235,,1900
PM220P00.4_235,,1900
PM220P00_235,,1900
PM220P01.0_235,,1900
PM240P00_235,,1900
PM240PA0_235,,1900
PM245P00_235,,1900
PM245P01_235,,1900
PM245PA0_235,,1900
PM245PA1_235,,1900
PM245PA2_235,,1900
PM060MA0_240,,1900
PM060MA1_240,,1900
PM060MA2_240,,1900
PM060P00_240,,1900
PM060P01_240,,1900
PM060P02_240,,1900
PM060PA0_240,,1900
PM060PA1_240,,1900
PM060PA2_240,,1900
PM060PB0_240,,1900
PM060PB1_240,,1900
PM060PBR_240,,1900
PM060PW0_240,,1900
PM060PW1_240,,1900
PM060PW8_240,,1900
PM060PWR_240,,1900
PM220P01.0_240,,1900
PM240P00_240,,1900
PM240PA0_240,,1900
PM245P00_240,,1900
PM245P01_240,,1900
PM245PA0_240,,1900
PM245PA1_240,,1900
PM245PA2_240,,1900
PM250M00_240,,1900
PM250M02_240,,1900
PM250MA0_240,,1900
PM250MA1_240,,1900
PM250MA2_240,,1900
PM060MA0_245,,1900
PM060MA1_245,,1900
PM060MA2_245,,1900
PM060P00_245,,1900
PM060P01_245,,1900
PM060P02_245,,1900
PM060PA0_245,,1900
PM060PA1_245,,1900
PM060PA2_245,,1900
PM060PB0_245,,1900
PM060PB1_245,,1900
PM060PBR_245,,1900
PM060PW0_245,,1900
PM060PW1_245,,1900
PM060PW8_245,,1900
PM060PWR_245,,1900
PM240P00_245,,1900
PM240PA0_245,,1900
PM245P00_245,,1900
PM245P01_245,,1900
PM245PA0_245,,1900
PM245PA1_245,,1900
PM245PA2_245,,1900
PM250M00_245,,1900
PM250MA0_245,,1900
PM250MA1_245,,1900
PM250MA2_245,,1900
PM060M00_250,,1900
PM060M01_250,,1900
PM060M02_250,,1900
PM060MA0_250,,1900
PM060MA1_250,,1900
PM060MA2_250,,1900
PM060MB0_250,,1900
PM060MB1_250,,1900
PM060MB2_250,,1900
PM060MB3_250,,1900
PM060MBR_250,,1900
PM060MW0_250,,1900
PM060MW1_250,,1900
PM060MW2_250,,1900
PM060MW3_250,,1900
PM060MWR_250,,1900
PM060P00_250,,1900
PM060P01_250,,1900
PM060P02_250,,1900
PM060PA0_250,,1900
PM060PA1_250,,1900
PM060PA2_250,,1900
PM060PB0_250,,1900
PM060PB1_250,,1900
PM060PBR_250,,1900
PM060PW0_250,,1900
PM060PW1_250,,1900
PM060PW8_250,,1900
PM060PWR_250,,1900
PM245P00_250,,1900
PM245P01_250,,1900
PM245PA0_250,,1900
PM245PA1_250,,1900
PM245PA2_250,,1900
PM250M00_250,,1900
PM250M01_250,,1900
PM250MA0_250,,1900
PM250MA1_250,,1900
PM250MA2_250,,1900
PM060M00_255,,1900
PM060M01_255,,1900
PM060M02_255,,1900
PM060MA0_255,,1900
PM060MA1_255,,1900
PM060MA2_255,,1900
PM060MB0_255,,1900
PM060MB1_255,,1900
PM060MB2_255,,1900
PM060MB3_255,,1900
PM060MBR_255,,1900
PM060MW0_255,,1900
PM060MW1_255,,1900
PM060MW2_255,,1900
PM060MW3_255,,1900
PM060MWR_255,,1900
PM060P00_255,,1900
PM060P01_255,,1900
PM060P02_255,,1900
PM060PA0_255,,1900
PM060PA1_255,,1900
PM060PA2_255,,1900
PM060PB0_255,,1900
PM060PB1_255,,1900
PM060PBR_255,,1900
PM060PW0_255,,1900
PM060PW1_255,,1900
PM060PW8_255,,1900
PM060PWR_255,,1900
PM245P00_255,,1900
PM245P01_255,,1900
PM245PA0_255,,1900
PM245PA1_255,,1900
PM245PA2_255,,1900
PM250M00_255,,1900
PM250M01_255,,1900
PM250MA0_255,,1900
PM250MA1_255,,1900
PM250MA2_255,,1900
PM060M00_260,,1900
PM060M01_260,,1900
PM060M02_260,,1900
PM060MA0_260,,1900
PM060MA1_260,,1900
PM060MA2_260,,1900
PM060MB0_260,,1900
PM060MB1_260,,1900
PM060MB2_260,,1900
PM060MB3_260,,1900
PM060MBR_260,,1900
PM060MW0_260,,1900
PM060MW1_260,,1900
PM060MW2_260,,1900
PM060MW3_260,,1900
PM060MWR_260,,1900
PM060P00_260,,1900
PM060P01_260,,1900
PM060P02_260,,1900
PM060PA0_260,,1900
PM060PA1_260,,1900
PM060PA2_260,,1900
PM060PB0_260,,1900
PM060PB1_260,,1900
PM060PBR_260,,1900
PM060PW0_260,,1900
PM060PW1_260,,1900
PM060PW8_260,,1900
PM060PWR_260,,1900
PM245P00_260,,1900
PM245P01_260,,1900
PM245PA0_260,,1900
PM245PA1_260,,1900
PM245PA2_260,,1900
PM250M00_260,,1900
PM250M01_260,,1900
PM250MA0_260,,1900
PM250MA1_260,,1900
PM250MA2_260,,1900
PM060M00_265,,1900
PM060M01_265,,1900
PM060M02_265,,1900
PM060MA0_265,,1900
PM060MA1_265,,1900
PM060MA2_265,,1900
PM060MB0_265,,1900
PM060MB1_265,,1900
PM060MB2_265,,1900
PM060MB3_265,,1900
PM060MBR_265,,1900
PM060MW0_265,,1900
PM060MW1_265,,1900
PM060MW2_265,,1900
PM060MW3_265,,1900
PM060MWR_265,,1900
PM060PWR_265,,1900
PM250M00_265,,1900
PM250M01_265,,1900
PM250MA0_265,,1900
PM250MA1_265,,1900
PM250MA2_265,,1900
PM060M00_270,,1900
PM060M01_270,,1900
PM060M02_270,,1900
PM060MA0_270,,1900
PM060MA1_270,,1900
PM060MA2_270,,1900
PM060MB0_270,,1900
PM060MB1_270,,1900
PM060MB2_270,,1900
PM060MB3_270,,1900
PM060MBR_270,,1900
PM060MW0_270,,1900
PM060MW1_270,,1900
PM060MW2_270,,1900
PM060MW3_270,,1900
PM060MWR_270,,1900
PM060PWR_270,,1900
PM072PB0_270,,1900
PM072PB1_270,,1900
PM072PBR_270,,1900
PM072PW0_270,,1900
PM072PW1_270,,1900
PM250M00_270,,1900
PM250M01_270,,1900
PM250MA0_270,,1900
PM250MA1_270,,1900
PM250MA2_270,,1900
PM300P00_270,,1900
PM060M00_275,,1900
PM060M01_275,,1900
PM060M02_275,,1900
PM060MA0_275,,1900
PM060MA1_275,,1900
PM060MA2_275,,1900
PM060MB0_275,,1900
PM060MB1_275,,1900
PM060MB2_275,,1900
PM060MB3_275,,1900
PM060MBR_275,,1900
PM060MW0_275,,1900
PM060MW1_275,,1900
PM060MW2_275,,1900
PM060MW3_275,,1900
PM060MWR_275,,1900
PM060PWR_275,,1900
PM072PW0_275,,1900
PM072PW1_275,,1900
PM250M01_275,,1900
PM250MA0_275,,1900
PM250MA1_275,,1900
PM250MA2_275,,1900
PM300P00_275,,1900
PM060M00_280,,1900
PM060M01_280,,1900
PM060M02_280,,1900
PM060MB0_280,,1900
PM060MB1_280,,1900
PM060MB2_280,,1900
PM060MB3_280,,1900
PM060MBR_280,,1900
PM060MW0_280,,1900
PM060MW1_280,,1900
PM060MW2_280,,1900
PM060MW3_280,,1900
PM060MWR_280,,1900
PM060PWR_280,,1900
PM072PB0_280,,1900
PM072PB1_280,,1900
PM072PBR_280,,1900
PM072PW0_280,,1900
PM072PW1_280,,1900
PM072PWR_280,,1900
PM250M01_280,,1900
PM300P00_280,,1900
PM060M00_285,,1900
PM060M01_285,,1900
PM060M02_285,,1900
PM060MB0_285,,1900
PM060MB1_285,,1900
PM060MB2_285,,1900
PM060MB3_285,,1900
PM060MBR_285,,1900
PM060MW0_285,,1900
PM060MW1_285,,1900
PM060MW2_285,,1900
PM060MW3_285,,1900
PM060MWR_285,,1900
PM072PB0_285,,1900
PM072PB1_285,,1900
PM072PBR_285,,1900
PM072PW0_285,,1900
PM072PW1_285,,1900
PM072PWR_285,,1900
PM250M01_285,,1900
PM300P00_285,,1900
PM060M00_290,,1900
PM060M01_290,,1900
PM060M02_290,,1900
PM060MB0_290,,1900
PM060MB1_290,,1900
PM060MB2_290,,1900
PM060MB3_290,,1900
PM060MW0_290,,1900
PM060MW1_290,,1900
PM060MW2_290,,1900
PM060MW3_290,,1900
PM072MB0_290,,1900
PM072PB0_290,,1900
PM072PB1_290,,1900
PM072PBR_290,,1900
PM072PW0_290,,1900
PM072PW1_290,,1900
PM072PWR_290,,1900
PM250M01_290,,1900
PM300P00_290,,1900
PM060MW0_295,,1900
PM072MB0_295,,1900
PM072PB0_295,,1900
PM072PB1_295,,1900
PM072PBR_295,,1900
PM072PW0_295,,1900
PM072PW1_295,,1900
PM072PWR_295,,1900
PM300P00_295,,1900
PM060MW0_300,,1900
PM072MB0_300,,1900
PM072PB0_300,,1900
PM072PB1_300,,1900
PM072PBR_300,,1900
PM072PW0_300,,1900
PM072PW1_300,,1900
PM072PWR_300,,1900
PM300P00_300,,1900
PM096B00_303,,1900
PM072MB0_305,,1900
PM072PB0_305,,1900
PM072PB1_305,,1900
PM072PBR_305,,1900
PM072PW0_305,,1900
PM072PW1_305,,1900
PM072PWR_305,,1900
PM096B00_305,,1900
PM300P00_305,,1900
PM096B00_308,,1900
PM072MB0_310,,1900
PM072PB0_310,,1900
PM072PB1_310,,1900
PM072PBR_310,,1900
PM072PW0_310,,1900
PM072PW1_310,,1900
PM072PWR_310,,1900
PM096B00_310,,1900
PM300P00_310,,1900
PM096B00_313,,1900
PM072MB0_315,,1900
PM072PB0_315,,1900
PM072PB1_315,,1900
PM072PBR_315,,1900
PM072PW0_315,,1900
PM072PW1_315,,1900
PM072PWR_315,,1900
PM096B00_315,,1900
PM300P00_315,,1900
PM096B00_318,,1900
PM072MB0_320,,1900
PM072PW0_320,,1900
PM096B00_320,,1900
PM096B00_323,,1900
PM072MB0_325,,1900
PM072MW0_325,,1900
PM072PW0_325,,1900
PM096B00_325,,1900
PM096B00_327,,1900
PM072MB0_330,,1900
PM072MW0_330,,1900
PM072PW0_330,,1900
PM096B00_330,,1900
PM096B00_333,,1900
PM072MB0_335,,1900
PM072MW0_335,,1900
PM072PW0_335,,1900
PM072MB0_340,,1900
PM072MW0_340,,1900
AXN6M409T130,,1900
AXN6M409T135,,1900
AXN6M409T140,,1900
AXN6M409T145,,1900
AXN6M409T150,,1900
AXN6M409T155,,1900
AXN6P610T210,,1900
AXN6P610T215,,1900
AXN6P610T220,,1900
AXN6M610T225,,1900
AXN6P610T225,,1900
AXN6M610T230,,1900
AXN6P610T230,,1900
AXN6M610T235,,1900
AXN6P610T235,,1900
AXN6M610T240,,1900
AXN6P610T240,,1900
AXN6M610T245,,1900
AXN6P610T245,,1900
AXN6M610T250,,1900
AXN6P610T250,,1900
AXN6M610T255,,1900
AXN6P610T255,,1900
AXN6M610T260,,1900
AXN6P610T260,,1900
AXN6M612T265,,1900
AXN6P610T265,,1900
AXN6M610T270,,1900
AXN6M612T270,,1900
AXN6P610T270,,1900
AXN6M610T275,,1900
AXN6M612T275,,1900
AXN6P610T275,,1900
AXN6P612T275,,1900
AXN6P612T275G,,1900
AXN6M610T280,,1900
AXN6M612T280,,1900
AXN6P610T280,,1900
AXN6P612T280,,1900
AXN6P612T280G,,1900
AXN6M610T285,,1900
AXN6M612T285,,1900
AXN6P610T285,,1900
AXN6P612T285,,1900
AXN6P612T285G,,1900
AXN6M610B290,03.06.2019,2019
AXN6M610T290,,1900
AXN6M612T290,,1900
AXN6P610T290,,1900
AXN6P612T290,,1900
AXN6P612T290G,,1900
AXN6M610B295,03.06.2019,2019
AXN6M610T295,,1900
AXN6M612T295,,1900
AXN6P612T295,,1900
AXN6P612T295G,,1900
AXN6M610B300,03.06.2019,2019
AXN6M610T300,,1900
AXN6M612T300,,1900
AXN6P612T300,,1900
AXN6P612T300G,,1900
AXN6M610B305,03.06.2019,2019
AXN6M610T305,,1900
AXN6M612T305,,1900
AXN6P612T305,,1900
AXN6P612T305G,,1900
AXN6M610B310,03.06.2019,2019
AXN6M610T310,,1900
AXN6M612T310,,1900
AXN6P612T310,,1900
AXN6M610B315,03.06.2019,2019
AXN6M610T315,,1900
AXN6M612T315,,1900
AXN6P612T315,,1900
AXN6M610B320,03.06.2019,2019
AXN6M610T320,,1900
AXN6M612T320,,1900
AXN6P612T320,,1900
AXN6M610T325,,1900
AXN6M612T325,,1900
AXN6P612T325,,1900
AXN6M612T330,,1900
AXN6P612T330,,1900
AXN6M612T335,,1900
AXN6P612T335,,1900
AXN6M612B340,03.06.2019,2019
AXN6M612T340,,1900
AXN6M612B345,03.06.2019,2019
AXN6M612T345,,1900
AXN6M612B350,03.06.2019,2019
AXN6M612T350,,1900
AXN6M612B355,03.06.2019,2019
AXN6M612T355,,1900
AXN6M612B360,03.06.2019,2019
AXN6M612T360,,1900
AXN6M612B365,03.06.2019,2019
AXN6M612T365,,1900
AXN6M612B370,03.06.2019,2019
AXN6M612T370,,1900
AXN6M612B375,03.06.2019,2019
AXN6M612T375,,1900
AXN6M612B380,03.06.2019,2019
AXN6M612T380,,1900
AXN6M612T385,,1900
AC-190M/125-72S,,1900
AC-195M/125-72S,,1900
AC-200M/125-72S,,1900
AC-225P/156-60S,,1900
AC-230M/156-60S,,1900
AC-230P/156-60S,,1900
AC-235M/156-60S,,1900
AC-235P/156-60B,,1900
AC-235P/156-60S,,1900
AC-240M/156-60S,,1900
AC-240P/156-60B,,1900
AC-240P/156-60S,,1900
AC-245M/156-60S,,1900
AC-245P/156-60S,,1900
AC-250M/156-60S,,1900
AC-250P/156-60S,,1900
AC-255M/156-60S,,1900
AC-255P/156-60S,,1900
AC-260M/156-60S,,1900
AC-260P/156-60S,,1900
AC-265M/156-60S,,1900
AC-265P/156-60S,,1900
AC-265P/60S,17.12.2018,2018
AC-265P/60V,17.12.2018,2018
AC-270M/156-60S,,1900
AC-270P/156-60S,,1900
AC-270P/156-72S,,1900
AC-270P/60S,17.12.2018,2018
AC-270P/60V,17.12.2018,2018
AC-275P/156-72S,,1900
AC-275P/60S,17.12.2018,2018
AC-275P/60V,17.12.2018,2018
AC-280M/156-60S,,1900
AC-280M/60S,15.11.2018,2018
AC-280M/60V,15.11.2018,2018
AC-280P/156-72S,,1900
AC-285M/156-60S,,1900
AC-285M/156-72S,,1900
AC-285M/60S,15.11.2018,2018
AC-285M/60V,15.11.2018,2018
AC-285P/156-72S,,1900
AC-290M/156-60S,,1900
AC-290M/156-72S,,1900
AC-290M/60S,15.11.2018,2018
AC-290M/60V,15.11.2018,2018
AC-290P/156-72S,,1900
AC-295M/156-72S,,1900
AC-295M/60S,15.11.2018,2018
AC-295M/60V,15.11.2018,2018
AC-295P/156-72S,,1900
AC-300M/156-72S,,1900
AC-300M/60S,15.11.2018,2018
AC-300M/60V,15.11.2018,2018
AC-300P/156-72S,,1900
AC-305M/156-72S,,1900
AC-305M/60S,15.08.2019,2019
AC-305M/60V,15.08.2019,2019
AC-305MH/120S,15.08.2019,2019
AC-305MH/120V,15.08.2019,2019
AC-305P/156-72S,,1900
AC-310M/156-72S,,1900
AC-310M/60S,15.08.2019,2019
AC-310M/60V,15.08.2019,2019
AC-310MH/120S,15.08.2019,2019
AC-310MH/120V,15.08.2019,2019
AC-310P/156-72S,,1900
AC-315M/156-72S,,1900
AC-315MH/120S,15.08.2019,2019
AC-315MH/120V,15.08.2019,2019
AC-315P/156-72S,,1900
AC-315P/72S,17.12.2018,2018
AC-315P/72V,17.12.2018,2018
AC-320MH/120S,15.08.2019,2019
AC-320MH/120V,15.08.2019,2019
AC-320P/156-72S,,1900
AC-320P/72S,17.12.2018,2018
AC-320P/72V,17.12.2018,2018
AC-320P/72X,15.11.2018,2018
AC-320P/72XV,15.11.2018,2018
AC-325MH/120S,13.01.2020,2020
AC-325MH/120V,13.01.2020,2020
AC-325P/156-72S,,1900
AC-325P/72S,17.12.2018,2018
AC-325P/72V,17.12.2018,2018
AC-325P/72X,15.11.2018,2018
AC-325P/72XV,15.11.2018,2018
AC-330MH/120S,13.01.2020,2020
AC-330MH/120V,13.01.2020,2020
AC-330P/156-72S,,1900
AC-330P/72S,17.12.2018,2018
AC-330P/72V,17.12.2018,2018
AC-330P/72X,15.11.2018,2018
AC-330P/72XV,15.11.2018,2018
AC-335M/72S,15.11.2018,2018
AC-335M/72V,15.11.2018,2018
AC-335MH/120S,13.01.2020,2020
AC-335MH/120V,13.01.2020,2020
AC-335P/156-72S,,1900
AC-335P/72S,17.12.2018,2018
AC-335P/72V,17.12.2018,2018
AC-335P/72X,15.11.2018,2018
AC-335P/72XV,15.11.2018,2018
AC-340M/156-72S,,1900
AC-340M/72S,15.11.2018,2018
AC-340M/72V,15.11.2018,2018
AC-340MH/120S,13.01.2020,2020
AC-340MH/120V,13.01.2020,2020
AC-340P/156-72S,,1900
AC-340P/72X,15.11.2018,2018
AC-340P/72XV,15.11.2018,2018
AC-345M/156-72S,,1900
AC-345M/72S,15.11.2018,2018
AC-345M/72V,15.11.2018,2018
AC-345P/156-72S,,1900
AC-345P/72X,15.11.2018,2018
AC-345P/72XV,15.11.2018,2018
AC-350M/156-72S,,1900
AC-350M/72S,15.11.2018,2018
AC-350M/72V,15.11.2018,2018
AC-350MH/120V,13.09.2021,2021
AC-350MH/120VB,13.09.2021,2021
AC-355M/156-72S,,1900
AC-355M/72S,15.11.2018,2018
AC-355M/72V,15.11.2018,2018
AC-355MH/120V,13.09.2021,2021
AC-355MH/120VB,13.09.2021,2021
AC-355MH/144S,15.08.2019,2019
AC-355MH/144V,15.08.2019,2019
AC-360M/72S,15.11.2018,2018
AC-360M/72V,15.11.2018,2018
AC-360MH/120V,13.09.2021,2021
AC-360MH/120VB,13.09.2021,2021
AC-360MH/144S,15.08.2019,2019
AC-360MH/144V,15.08.2019,2019
AC-365M/72S,15.11.2018,2018
AC-365M/72V,15.11.2018,2018
AC-365MH/120V,13.09.2021,2021
AC-365MH/120VB,13.09.2021,2021
AC-365MH/144S,15.08.2019,2019
AC-365MH/144V,15.08.2019,2019
AC-370M/72S,15.08.2019,2019
AC-370M/72V,15.08.2019,2019
AC-370MH/120V,13.09.2021,2021
AC-370MH/120VB,13.09.2021,2021
AC-370MH/144S,15.08.2019,2019
AC-370MH/144V,15.08.2019,2019
AC-375M/72S,15.08.2019,2019
AC-375M/72V,15.08.2019,2019
AC-375MH/120V,13.09.2021,2021
AC-375MH/120VB,13.09.2021,2021
AC-375MH/144S,15.08.2019,2019
AC-375MH/144V,15.08.2019,2019
AC-380MH/144S,15.08.2019,2019
AC-380MH/144V,15.08.2019,2019
